302	objective
303	negative
304	objective
305	negative
306	objective
307	mixed
308	objective
309	negative
310	objective
311	negative
312	objective
313	negative
314	negative
315	objective
316	negative
317	negative
318	objective
319	negative
320	objective
321	negative
322	positive
323	positive
324	positive
325	positive
326	objective
327	positive
328	negative
329	positive
330	positive
331	positive
332	positive
333	objective
334	positive
335	mixed
336	objective
337	objective
338	objective
339	objective
340	objective
341	objective
342	positive
343	objective
344	objective
345	positive
346	positive
347	objective
348	objective
349	objective
350	negative
351	negative
352	negative
353	objective
354	objective
355	objective
356	objective
357	objective
358	positive
359	objective
360	objective
361	negative
362	objective
363	negative
364	negative
365	positive
366	positive
367	positive
368	mixed
369	negative
370	negative
371	negative
372	negative
373	objective
374	negative
375	negative
376	negative
377	negative
378	negative
379	negative
380	negative
381	negative
382	negative
383	negative
384	objective
385	negative
386	negative
387	objective
388	positive
389	negative
390	objective
391	negative
392	objective
393	objective
394	objective
395	objective
396	negative
397	negative
398	negative
399	negative
400	negative
401	objective
402	negative
403	negative
404	objective
405	negative
406	objective
407	negative
408	negative
409	negative
410	objective
411	negative
412	objective
413	negative
414	objective
415	negative
416	objective
417	objective
418	negative
419	objective
420	negative
421	objective
422	negative
423	negative
424	objective
425	objective
426	objective
427	objective
428	mixed
429	objective
430	negative
431	negative
432	negative
433	negative
434	objective
435	negative
436	objective
437	objective
438	negative
439	objective
440	negative
441	negative
442	objective
443	objective
444	objective
445	objective
446	negative
447	objective
448	objective
449	objective
450	objective
451	objective
452	negative
453	negative
454	objective
455	negative
456	objective
457	negative
458	objective
459	negative
460	negative
461	objective
462	objective
463	objective
464	objective
465	negative
466	objective
467	objective
468	objective
469	objective
470	objective
471	objective
472	objective
473	objective
474	objective
475	objective
476	negative
477	objective
478	negative
479	objective
480	objective
481	objective
482	objective
483	objective
484	negative
485	negative
486	objective
487	objective
488	objective
489	objective
490	negative
491	negative
492	negative
493	objective
494	objective
495	objective
496	objective
503	objective
504	objective
505	objective
506	negative
507	objective
508	objective
509	negative
510	negative
511	objective
512	objective
513	objective
514	objective
515	objective
516	objective
517	objective
518	negative
519	objective
520	negative
521	objective
522	negative
523	objective
524	objective
525	objective
526	objective
527	negative
528	negative
529	objective
530	objective
531	objective
532	objective
533	negative
534	objective
535	objective
536	objective
537	objective
538	negative
539	objective
540	objective
541	positive
542	objective
543	objective
544	objective
545	objective
546	objective
547	positive
548	objective
549	objective
550	objective
551	negative
552	objective
553	objective
554	objective
555	objective
556	negative
557	objective
558	objective
559	objective
560	objective
561	objective
562	objective
563	objective
564	objective
565	objective
566	objective
567	objective
568	negative
569	objective
570	negative
571	positive
572	negative
573	objective
574	negative
575	objective
576	objective
577	objective
578	negative
579	objective
580	objective
581	negative
582	objective
583	objective
584	negative
585	objective
586	objective
587	objective
588	negative
589	objective
590	objective
591	objective
592	objective
593	objective
594	objective
595	negative
596	negative
597	objective
598	objective
599	objective
600	objective
601	objective
602	objective
603	objective
604	objective
605	objective
606	objective
607	objective
608	objective
609	negative
610	negative
611	objective
612	objective
613	objective
614	negative
615	objective
616	objective
617	objective
618	negative
619	negative
620	mixed
621	objective
622	objective
623	negative
624	negative
625	objective
626	negative
627	negative
628	negative
629	positive
630	negative
631	negative
632	negative
633	negative
634	objective
635	objective
636	negative
637	objective
638	objective
639	objective
640	negative
641	negative
642	mixed
643	negative
644	negative
645	objective
646	negative
647	negative
648	objective
649	objective
650	negative
651	negative
652	objective
653	objective
654	negative
655	objective
656	objective
657	objective
658	objective
659	negative
660	objective
661	objective
662	negative
663	objective
664	objective
665	negative
666	negative
667	objective
668	negative
672	negative
673	negative
674	objective
675	objective
676	objective
677	objective
678	objective
679	objective
680	objective
681	objective
682	negative
683	negative
684	negative
685	objective
686	objective
687	negative
688	objective
689	objective
690	objective
691	objective
692	negative
693	negative
694	negative
695	negative
696	objective
697	negative
698	objective
699	negative
700	objective
701	objective
702	negative
703	objective
704	negative
705	objective
706	negative
707	objective
708	negative
709	negative
710	negative
711	objective
712	objective
713	negative
714	objective
715	objective
716	objective
717	negative
718	negative
719	negative
720	positive
721	objective
722	objective
723	objective
724	negative
725	objective
726	objective
727	objective
728	mixed
729	objective
730	negative
731	negative
732	negative
733	negative
734	negative
735	negative
736	negative
737	objective
738	negative
739	negative
740	negative
741	objective
742	objective
743	objective
744	negative
745	objective
746	objective
747	objective
748	objective
749	objective
750	negative
751	negative
752	negative
753	objective
754	objective
755	objective
756	objective
757	objective
758	objective
759	negative
760	objective
761	negative
762	objective
763	objective
764	objective
765	positive
766	objective
767	mixed
768	objective
769	objective
770	negative
771	negative
772	objective
773	negative
774	objective
775	objective
776	positive
777	objective
778	objective
779	positive
780	objective
781	objective
782	negative
783	negative
784	objective
785	objective
786	objective
787	negative
788	objective
789	objective
790	objective
791	objective
792	negative
793	objective
794	negative
795	objective
796	negative
797	negative
798	negative
799	negative
800	positive
801	negative
802	negative
803	positive
804	objective
805	negative
806	objective
807	positive
808	negative
809	objective
810	negative
811	negative
812	objective
813	negative
814	negative
815	negative
816	positive
817	positive
818	objective
819	positive
820	negative
821	negative
822	negative
823	negative
824	positive
825	negative
826	mixed
827	negative
828	positive
829	negative
830	positive
831	objective
832	negative
833	positive
834	negative
835	objective
836	negative
837	positive
838	negative
839	negative
840	objective
841	negative
842	positive
843	negative
844	positive
845	negative
846	negative
847	negative
848	negative
849	negative
850	mixed
851	objective
852	mixed
853	positive
854	negative
855	positive
856	mixed
857	positive
858	negative
859	negative
860	negative
861	negative
862	negative
863	positive
864	positive
865	negative
866	negative
867	objective
868	positive
869	negative
870	negative
871	mixed
872	positive
873	negative
874	objective
875	negative
876	negative
877	positive
878	positive
879	negative
880	negative
881	negative
882	objective
883	objective
884	positive
885	negative
886	positive
887	objective
888	negative
889	objective
890	positive
891	mixed
892	positive
893	objective
894	negative
895	positive
896	negative
897	positive
898	negative
899	negative
900	positive
901	positive
902	objective
903	negative
904	negative
905	negative
906	mixed
907	negative
908	mixed
909	positive
910	positive
911	positive
912	negative
913	negative
914	objective
915	negative
916	negative
917	objective
918	positive
919	negative
920	negative
921	negative
922	positive
923	positive
924	positive
925	positive
926	negative
927	negative
928	negative
929	negative
930	positive
931	positive
932	negative
933	negative
934	objective
935	positive
936	positive
937	negative
938	negative
939	negative
940	positive
941	positive
942	objective
943	positive
944	negative
945	negative
946	negative
947	mixed
948	positive
949	positive
950	negative
951	negative
952	negative
953	negative
954	negative
955	negative
956	positive
957	negative
958	negative
959	negative
960	negative
961	positive
962	negative
963	negative
964	negative
965	positive
966	negative
967	positive
968	positive
969	negative
970	positive
971	negative
972	positive
973	positive
974	positive
975	positive
976	positive
